Start Time;08/05/2026 09:33:03

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
9,018;0,001953125;
9,038;0,001953125;
9,064;0,001953125;
9,078;0,001953125;
9,097;0,001953125;
9,11;0,001953125;
9,131;0,001953125;
9,158;0,001953125;
9,178;0,001953125;
9,207;0,001953125;
9,227;0,001953125;
9,256;0,001953125;
9,271;0,001953125;
9,284;0,001953125;
9,303;0,001953125;
9,317;0,001953125;
9,332;0,001953125;
9,348;0,001953125;
9,364;0,001953125;
9,392;0,001953125;
9,407;0,001953125;
9,423;0,001953125;
9,439;0,001953125;
9,457;0,001953125;
9,487;0,001953125;
9,502;0,001953125;
9,515;0,001953125;
9,533;0,001953125;
9,546;0,001953125;
9,565;0,001953125;
9,594;0,001953125;
9,606;0,001953125;
9,626;0,001953125;
9,654;0,001953125;
9,671;0,001953125;
9,686;0,001953125;
9,702;0,001953125;
9,722;0,001953125;
9,748;0,001953125;
9,763;0,001953125;
9,78;0,001953125;
9,795;0,001953125;
9,812;0,001953125;
9,84;0,001953125;
9,855;0,001953125;
9,872;0,001953125;
9,887;0,001953125;
9,901;0,001953125;
9,923;0,001953125;
9,953;0,001953125;
9,98;0,001953125;
10,002;0,001953125;
10,027;0,001953125;
10,048;0,001953125;
10,076;0,001953125;
10,099;0,001953125;
10,123;0,001953125;
10,136;0,001953125;
10,157;0,001953125;
10,186;0,001953125;
10,2;0,001953125;
10,22;0,001953125;
10,246;0,001953125;
10,272;0,001953125;
10,297;0,001953125;
10,31;0,001953125;
10,325;0,001953125;
10,348;0,001953125;
10,373;0,001953125;
10,394;0,001953125;
10,42;0,001953125;
10,436;0,001953125;
10,449;0,001953125;
10,469;0,001953125;
10,485;0,001953125;
10,512;0,001953125;
10,53;0,001953125;
10,548;0,001953125;
10,58;0,001953125;
10,61;0,001953125;
10,638;0,001953125;
10,653;0,001953125;
10,674;0,001953125;
10,708;0,001953125;
10,738;0,001953125;
10,764;0,001953125;
10,791;0,001953125;
10,813;0,001953125;
10,832;0,001953125;
10,861;0,001953125;
10,876;0,001953125;
10,892;0,001953125;
10,908;0,001953125;
10,92;0,001953125;
10,937;0,001953125;
10,952;0,001953125;
10,967;0,001953125;
10,986;0,001953125;
11,015;0,001953125;
11,031;0,001953125;
11,051;0,001953125;
11,082;0,001953125;
11,108;0,001953125;
11,122;0,001953125;
11,14;0,001953125;
11,155;0,001953125;
11,17;0,001953125;
11,186;0,001953125;
11,202;0,001953125;
11,217;0,001953125;
11,231;0,001953125;
11,246;0,001953125;
11,266;0,001953125;
11,298;0,001953125;
11,329;0,001953125;
11,36;0,001953125;
11,388;0,001953125;
11,404;0,001953125;
11,422;0,001953125;
11,45;0,001953125;
11,467;0,001953125;
11,482;0,001953125;
11,498;0,001953125;
11,512;0,001953125;
11,529;0,001953125;
11,542;0,001953125;
11,561;0,001953125;
11,574;0,001953125;
11,591;0,001953125;
11,606;0,001953125;
11,62;0,001953125;
11,636;0,001953125;
11,652;0,001953125;
11,667;0,001953125;
11,682;0,001953125;
11,696;0,001953125;
